headline,date,id,doc_type,material_type,sectionname,keywords,printpage,wordcount,newsdesk
The Soldiers Came Home Sick. The Government Denied It Was Responsible.,2022-01-11,nyt://article/5aa92a5b-c82b-5419-a029-fd660b49c329,article,News,Magazine,"['Veterans', 'Respiratory Diseases', 'United States Defense and Military Forces', 'Iraq War (2003-11)', 'Afghanistan War (2001- )', 'Politics and Government']",32,6290,Magazine
"For Retail Workers, Omicron Disruptions Aren’t Just About Health",2022-01-11,nyt://article/617295a4-ac8b-5bd9-aec8-af529fef5ada,article,News,Business Day,"['Shopping and Retail', 'Coronavirus Omicron Variant', 'Workplace Hazards and Violations', 'Supermarkets and Grocery Stores', 'Disease Rates', 'Shortages', 'Labor and Jobs']",1,1641,Business
The Big Dream of Yonkers: To Be the ‘Burbank of New York’,2022-01-11,nyt://article/7d9681d6-f683-5ca0-b97c-6f18939cf3fb,article,News,New York,"['Real Estate (Commercial)', 'Movies', 'Television', 'Labor and Jobs']",1,1338,Metropolitan
‘We Saw the Potential of This Neglected Home’,2022-01-11,nyt://slideshow/fb9c6dee-8833-5445-b84c-1d27ab2b6567,multimedia,Slideshow,Real Estate,"['Real Estate and Housing (Residential)', 'Restoration and Renovation', 'Interior Design and Furnishings', 'Home Repairs and Improvements', 'Lighting', 'Furniture']",,0,Real Estate
A Flea-Infested Former Convent: How Could They Resist?,2022-01-11,nyt://article/f7d6687c-01fc-56b0-b827-e6966c773317,article,News,Real Estate,"['Real Estate and Housing (Residential)', 'Interior Design and Furnishings', 'Restoration and Renovation', 'Home Repairs and Improvements']",6,800,RealEstate
How the ‘Djokovic Affair’ Came Back to Bite Australia’s Prime Minister,2022-01-11,nyt://article/2113842e-84d0-5e45-aba0-ea9076d69008,article,News,World,"['Politics and Government', 'Visas', 'Tennis', 'Australian Open (Tennis)', 'Coronavirus (2019-nCoV)', 'Vaccination and Immunization', 'audio-neutral-informative']",5,1292,Foreign
‘We have no option’: Biden calls for changing Senate rules to pass voting rights laws.,2022-01-11,nyt://article/8e22bd8b-eaaf-5f38-a29f-9315e0749266,article,News,U.S.,"['Voting Rights, Registration and Requirements', 'Voting Rights Act (1965)', 'Filibusters and Debate Curbs', 'Redistricting and Reapportionment', 'United States Politics and Government', 'Black People', 'Blacks', 'Discrimination', 'Federal-State Relations (US)', 'Law and Legislation']",1,1620,Washington
This Covid Surge Feels Different,2022-01-11,nyt://article/a7e37b1f-5900-5e4a-97bf-7c5491e77430,article,News,Podcasts,"['Coronavirus Omicron Variant', 'Disease Rates', 'Coronavirus (2019-nCoV)', 'Hospitals', 'audio-neutral-informative']",,352,Podcasts
A Growing Gap,2022-01-11,nyt://article/d62fda70-8932-53f7-a588-b07a9003ff16,article,briefing,Briefing,"['Coronavirus Omicron Variant', 'Coronavirus (2019-nCoV)', 'Vaccination and Immunization', 'Disease Rates']",,1451,NYTNow
Jerome Powell says the Fed is prepared to raise rates to tame inflation.,2022-01-11,nyt://article/f3eee2e4-39c8-5e95-bb05-1ab199cf7374,article,News,Business Day,"['Interest Rates', 'Inflation (Economics)', 'Prices (Fares, Fees and Rates)', 'Credit and Debt', 'Banking and Financial Institutions', 'United States Economy', 'United States Politics and Government']",1,1197,Business
"In ‘Naomi,’ a Black Girl Comes of Age Heroically",2022-01-11,nyt://article/67245cf1-9e7b-52f7-b10e-1b4c99780428,article,News,Arts,['Television'],1,1235,Culture
"Weekly News Quiz for Students: Kazakhstan Revolt, Tragic Fires, College Football Final",2022-01-11,nyt://interactive/af255565-0655-5afc-ad40-eef6a0e79878,multimedia,Interactive Feature,The Learning Network,[],,0,The Learning Network
Ken Griffin’s Trading Powerhouse Gains New Partners,2022-01-11,nyt://article/23b6f4f3-d3c0-5ace-ac2a-225c483aac50,article,News,Business Day,['Private Spaceflight'],,1790,Business
Another 6 New California Laws You Should Know,2022-01-11,nyt://article/339b1c78-8a55-5aa2-a802-2d23ca9de508,article,briefing,U.S.,[],,1163,National
"Despite Omicron, Los Angeles students are going back to class.",2022-01-11,nyt://article/6ca01a05-c938-5b7e-b7e8-d5963c7c647e,article,News,U.S.,"['Coronavirus Reopenings', 'Education (K-12)', 'Tests (Medical)', 'Coronavirus Omicron Variant', 'Children and Childhood']",,520,National
"Citadel Securities, a top trading firm, sells a stake to Silicon Valley investors.",2022-01-11,nyt://article/245e34bc-2cb3-5660-a207-94a512e9db13,article,News,Business Day,"['Venture Capital', 'Financial Brokers']",,313,Business
Recent Commercial Real Estate Transactions,2022-01-11,nyt://article/eb71019d-f625-5290-93e0-394dd4c95d5d,article,News,Business Day,"['Real Estate and Housing (Residential)', 'Real Estate (Commercial)']",4,205,Business
"Why Kane Brown Loves Cookie Monster, Elvis Presley and ‘Ted Lasso’",2022-01-11,nyt://article/b5e15015-b4da-54bc-b0fe-ae7ed05f2b0d,article,News,Arts,"['Content Type: Personal Profile', 'Country Music']",3,1331,Arts&Leisure
Dorms Pop Up in Spain as More Students Seek Housing Away From Home,2022-01-11,nyt://article/2570ca71-5f0b-5ba5-adf2-6dbade43f3e2,article,News,World,"['International Study and Teaching', 'Real Estate and Housing (Residential)', 'Foreign Investments', 'Dormitories', 'Real Estate (Commercial)']",4,1153,Business
‘Cheer’ Is Back. Here’s Where the Jerry Harris Case Stands.,2022-01-11,nyt://article/68804dc4-f0b4-5e28-840d-5df8516ad89a,article,News,Arts,"['Child Pornography', 'Television', 'Cheerleaders', 'Suits and Litigation (Civil)', 'Crime and Criminals', 'Documentary Films and Programs']",2,865,Culture
Suspect in South Africa’s Parliament Fire Is Sent for Psychiatric Check,2022-01-11,nyt://article/1371f271-2a4b-5aaa-a732-f1ba11d5cbe4,article,News,World,"['Arson', 'Historic Buildings and Sites', 'Legislatures and Parliaments', 'Mental Health and Disorders', 'Hunger Strikes']",8,601,Foreign
The World Bank warns that the pandemic will slow economic growth in 2022.,2022-01-11,nyt://article/10708ce1-0362-5c8a-aa63-1090fd0d2da2,article,News,Business Day,"['Coronavirus (2019-nCoV)', 'United States Economy', 'Economic Conditions and Trends', 'Third World and Developing Countries']",3,423,Business
Kazakhstan Says Russian Troops Can Start Leaving This Week,2022-01-11,nyt://article/5a7b550f-ba5b-5de0-a8e6-650d5472ded0,article,News,World,"['Politics and Government', 'Defense and Military Forces', 'Demonstrations, Protests and Riots']",5,1110,Foreign
When Production Design Plays a Supporting Role,2022-01-11,nyt://article/cebb8304-8ed7-5882-9bd7-766a8aeb5b0d,article,News,Movies,['Movies'],26,1076,Arts&Leisure
A Vivid View of Extreme Weather: Temperature Records in the U.S. in 2021,2022-01-11,nyt://interactive/1044ed8d-cc37-59ee-a29a-ce0942a28a4e,multimedia,Interactive Feature,Climate,"['Temperature', 'Heat and Heat Waves', 'Cold and Cold Spells', 'Two Thousand Twenty One', 'Global Warming']",11,0,Graphics
Airlines Say Storms and Omicron Caused Flight Cancellations,2022-01-11,nyt://article/bb790c78-0fc8-50e0-baf1-97ebc6404527,article,News,Business Day,"['Coronavirus Omicron Variant', 'AIRLINES AND AIRPLANES', 'Delays (Transportation)', 'Shortages', 'Flight Attendants', 'Labor and Jobs', 'Vaccination and Immunization', 'Workplace Hazards and Violations']",1,1124,Business
San Francisco Ballet Appoints Tamara Rojo to Artistic Director,2022-01-11,nyt://article/964a1077-daae-5edf-b28f-c7339da2eeb4,article,News,Arts,"['Dancing', 'Content Type: Personal Profile', 'Appointments and Executive Changes']",6,1012,Culture
Mysterious Gas Leak Unnerves Canadian Town,2022-01-11,nyt://article/118ced58-5264-599d-9d1c-3e3141c5e305,article,News,World,"['Explosions (Accidental)', 'Natural Gas', 'Wells', 'Evacuations and Evacuees']",4,1214,Foreign
Boeing’s sales increased last year to their highest level since 2018.,2022-01-11,nyt://article/6c9da7c3-7954-5e49-aec3-ee19f611eee6,article,News,Business Day,"['AIRLINES AND AIRPLANES', 'Aviation Accidents, Safety and Disasters', 'Boeing 737 Max Groundings and Safety Concerns (2019)']",,286,Business
"Magawa, Rat That Hunted Land Mines, Dies in Retirement",2022-01-11,nyt://article/69a48e7a-5fc8-5afb-b4a6-d8c431a5cc9d,article,News,World,"['Mines, Explosive', 'Rats', 'Awards, Decorations and Honors', 'Nonprofit Organizations']",5,488,Foreign
Discover Miami’s Eclectic Bakery Scene,2022-01-11,nyt://article/c1b29cc1-7de0-5b3e-a2bf-10da5f3b59da,article,News,Food,"['Bakeries and Baked Products', 'Hispanic-Americans', 'Desserts', 'Croissants', 'Cakes']",9,1226,Dining
A Russian Pledge of No Invasion? Ukrainians Are Skeptical.,2022-01-11,nyt://article/c4de46af-fd9f-5b74-aec9-8125fc4a20c3,article,News,World,"['Defense and Military Forces', 'Politics and Government', 'War and Armed Conflicts', 'United States International Relations']",7,1053,Foreign
He Lost Fingers in an Accident. Now It’s Inspiring His Art.,2022-01-11,nyt://article/46b39189-e0bc-51c0-b674-5a64cf152a2c,article,News,Arts,"['Sculpture', 'Art', 'Content Type: Personal Profile', 'Hands', 'AMPUTATION', 'Prostheses']",6,2196,Arts&Leisure
Seattle Maestro Resigns by Email and Says He Felt ‘Not Safe’,2022-01-11,nyt://article/00c50b88-1033-5d84-b394-49cac9fb6964,article,News,Arts,"['Classical Music', 'Appointments and Executive Changes']",1,1302,Culture
Maya Angelou Becomes First Black Woman on a Quarter,2022-01-11,nyt://article/9c68de54-1f52-5e92-9b28-67c728a34429,article,News,U.S.,"['Black People', 'Blacks', 'Women and Girls', 'Numismatics', 'US Dollar (Currency)', 'Currency', 'Poetry and Poets']",3,538,Foreign
Djokovic Scrambles to Explain Test Result and Public Events,2022-01-11,nyt://article/ac78317a-4660-5eaa-bdb0-3f0938a29527,article,News,Sports,"['Tennis', 'Australian Open (Tennis)', 'Coronavirus (2019-nCoV)', 'Tests (Medical)', 'Vaccination and Immunization']",7,1281,Sports
"On Day Biden Calls Ethiopia’s Leader to Urge Peace, a Drone Strike Kills 17",2022-01-11,nyt://article/f4facc61-5a6a-5bbb-bf4c-44eea40815d4,article,News,World,"['Tigrayans (Ethnic Group)', 'War and Armed Conflicts']",8,850,Foreign
"Over Half of Europe Could Be Infected With Coronavirus Soon, W.H.O. Says",2022-01-11,nyt://article/723ea9ee-1a4f-5ffe-b536-f0d6c9e8c768,article,News,World,"['Coronavirus Omicron Variant', 'Coronavirus (2019-nCoV)', 'Vaccination and Immunization']",6,833,Foreign
Why Did Facebook Reject These Ads?,2022-01-11,nyt://article/0ea1ecdc-87d5-505e-a46c-aed3451359b8,article,News,Style,"['Online Advertising', 'Women and Girls', 'Social Media', 'Discrimination']",3,1346,Styles
"The battle over voting rights and elections, explained.",2022-01-11,nyt://article/2480c7ea-6229-5774-8b4b-8705a1f40fa2,article,News,U.S.,"['Voting Rights, Registration and Requirements']",,569,Politics
What to watch as Biden pushes voting rights in Atlanta.,2022-01-11,nyt://article/847c4034-60a2-5a79-b45c-ab3153fb7aec,article,News,U.S.,"['Voting Rights, Registration and Requirements']",,413,Washington
Is Norway the Future of Cars?,2022-01-11,nyt://article/5b0b8630-adb7-5d7c-8a6a-fb99817d0870,article,News,Technology,"['internal-sub-only-nl', 'Electric and Hybrid Vehicles', 'Politics and Government', 'Greenhouse Gas Emissions']",1,948,Business
A Chilling Debut Novel Puts Mothers Under Surveillance and Into Parenting Rehab,2022-01-11,nyt://article/07f19639-0392-5034-bf17-cf20f8d87486,article,Review,Books,['Books and Literature'],2,999,Culture
A Pandemic Party Again Has Boris Johnson in the Hot Seat,2022-01-11,nyt://article/62b794b5-7ee9-5430-b562-2a4123d69290,article,News,World,"['Politics and Government', 'Coronavirus (2019-nCoV)', 'Ethics and Official Misconduct']",6,1165,Foreign
Is Government Money Creation Actually Enabling Deficit Spending?,2022-01-11,nyt://article/b82b995e-9c8a-5bd4-bfa9-892b74e8c2ca,article,Op-Ed,Opinion,"['International Trade and World Market', 'Economics (Theory and Philosophy)', 'internal-sub-only-nl', 'United States Economy', 'Currency', 'Bitcoin (Currency)', 'Inflation (Economics)', 'US Dollar (Currency)', 'United States Politics and Government', 'Banking and Financial Institutions', 'Interest Rates']",,857,OpEd
Jerome Powell says the Fed will tighten trading rules after an ethics scandal.,2022-01-11,nyt://article/edf0dc24-ec6e-5558-98ec-3354ae308ef1,article,News,Business Day,['Ethics and Official Misconduct'],,556,Business
6 Mocktails Your Guests Will Actually Enjoy,2022-01-11,nyt://article/ef25ebb6-5b98-5a0b-9813-6cd88789f852,article,News,Style,"['Cocktails and Mixed Drinks', 'Content Type: Service', 'Weddings and Engagements']",11,1279,Styles
"Health Workers, ‘Risking Their Own Lives to Save Ours’",2022-01-11,nyt://article/36e55b22-c76a-57de-bd20-0927f42487ad,article,Letter,Opinion,"['Coronavirus (2019-nCoV)', 'Doctors', 'Wages and Salaries', 'Vaccination and Immunization', 'Medicine and Health', 'Fires and Firefighters', 'Children and Childhood', 'Parenting', 'Ketamine (Drug)']",18,868,Letters
Bank of America says it will cut overdraft fees this year.,2022-01-11,nyt://article/014857a6-af27-5b39-8c70-5f6ff67f8aa2,article,News,Your Money,"['Banking and Financial Institutions', 'Prices (Fares, Fees and Rates)', 'Regulation and Deregulation of Industry', 'Consumer Protection', 'Personal Finances']",3,605,Business
"Edith’s, a Pop-Up Highlighting Jewish Fare, Sets Up Shop in Williamsburg",2022-01-11,nyt://article/b4223617-7b8c-52ee-9c61-2a7134fb1eaf,article,News,Food,"['Restaurants', 'Pop-Up Stores and Restaurants']",8,1094,Dining
Officers Who Ignored Robbery to Play Pokémon Go Lose Appeal,2022-01-11,nyt://article/b39a95fe-7d05-5245-ab8a-7b5da8550429,article,News,U.S.,"['Pokemon (Fictional Characters)', 'Augmented Reality (Computers)', 'Mobile Applications']",,1035,Express
A timeline is set for a new unionization vote at an Amazon warehouse.,2022-01-11,nyt://article/6b5ee9a5-7092-5a4d-8bd8-ae8b5c1bee67,article,News,Technology,"['Organized Labor', 'Warehouses']",,378,Business
The Met Increases Its Pay to Guards to Address Covid-Related Shortages,2022-01-11,nyt://article/6c60830f-df52-5015-b107-fd70f16ad64e,article,News,Arts,"['Guards', 'Wages and Salaries', 'Security and Warning Systems', 'Museums', 'Organized Labor', 'Shortages', 'Layoffs and Job Reductions', 'Coronavirus (2019-nCoV)']",3,1045,Culture
Transcript: Ezra Klein Interviews Chris Hayes,2022-01-11,nyt://article/54fe4eac-e3bb-5d61-9a11-b01b8629a613,article,Op-Ed,Podcasts,[],,11424,OpEd
Melatonin Isn’t a Sleeping Pill. Here’s How to Use It.,2022-01-11,nyt://article/ea6213a7-ccfa-51e1-9b11-c5a25c76b469,article,News,Well,"['Quarantine (Life and Culture)', 'Sleep', 'Content Type: Service', 'Melatonin (Hormone)', 'Dreams', 'Insomnia', 'Psychology and Psychologists', 'Anxiety and Stress', 'Sedatives', 'Drugs (Pharmaceuticals)', 'Jet Lag']",6,1473,Well
Why Coronavirus Testing Is Falling Short in Many Schools Across the U.S.,2022-01-11,nyt://article/7ff7c02c-f48b-54a5-a516-b84221704763,article,News,U.S.,"['Education (K-12)', 'Coronavirus (2019-nCoV)', 'Coronavirus Omicron Variant', 'Coronavirus Reopenings', 'Tests (Medical)', 'Shortages']",1,1568,National
Poitier and Bogdanovich: The Defiant Ones,2022-01-11,nyt://article/4225737a-52f5-59fa-a375-75ee8899230d,article,News,Movies,"['Movies', 'Black People', 'Blacks']",1,1562,Culture
Don’t Just Watch: Team Behind ‘Don’t Look Up’ Urges Climate Action,2022-01-11,nyt://article/c02e4db1-4e48-5d33-ad95-26856eb8822b,article,News,Climate,"['Global Warming', 'Greenhouse Gas Emissions', 'Movies']",1,1064,Culture
Tiny Love Stories: ‘Long After My Ex Had Stopped Caring’,2022-01-11,nyt://article/dfb05365-9ab0-59b3-9771-f45a0545b485,article,News,Style,"['Love (Emotion)', 'Modern Love (Times Column)', 'Dating and Relationships']",,485,Styles
"Selling Melania Trump, One NFT at a Time",2022-01-11,nyt://article/8fecb08f-612f-58e3-a645-d048a0b36e20,article,News,Style,"['United States Politics and Government', 'Fashion and Apparel', 'First Ladies (US)', 'Auctions', 'your-feed-fashion', 'Nonfungible Tokens (NFTs)']",1,1178,Styles
Democrats are looking at multiple proposals to curb the filibuster.,2022-01-11,nyt://article/0e19fb71-4e46-57d6-82be-b22f044882b7,article,News,U.S.,"['Filibusters and Debate Curbs', 'United States Politics and Government', 'Voting Rights, Registration and Requirements']",13,1009,Washington
Infant Among 4 Injured in Medical Helicopter Crash Near Philadelphia,2022-01-11,nyt://article/4f2a59ca-9606-5157-860b-4a316786b7d8,article,News,U.S.,"['Aviation Accidents, Safety and Disasters', 'Helicopters', 'Transportation']",,403,Express
How Big Can a TikTok Duet Get?,2022-01-11,nyt://article/a8b0ad5a-3bee-5974-bdb2-7565a9de5829,article,News,Arts,"['Pop and Rock Music', 'Social Media']",5,874,Culture
"New York City sees ‘a glimmer of hope’ as virus cases level off, but they are still rising upstate.",2022-01-11,nyt://article/0e73a080-005f-593c-80f0-45425b2cf7f4,article,News,New York,"['Coronavirus Omicron Variant', 'Disease Rates', 'Contact Tracing (Public Health)']",10,681,Metro
"A Facebook antitrust suit can move forward, a judge says, in a win for the F.T.C.",2022-01-11,nyt://article/5d0bb7af-de7e-53aa-ab6e-0ad76330b5b1,article,News,Technology,"['Antitrust Laws and Competition Issues', 'Mergers, Acquisitions and Divestitures', 'Suits and Litigation (Civil)', 'Decisions and Verdicts']",1,955,Business
Supreme Court Weighs Jailed Immigrants’ Rights to Bail Hearings,2022-01-11,nyt://article/f07a4ac1-15a1-5882-8fe9-6354a55e5a20,article,News,U.S.,"['Immigration Detention', 'Deportation', 'Bail', 'Immigration and Emigration', 'Illegal Immigration', 'Suits and Litigation (Civil)']",11,842,Washington
"Philadelphia Fire Started When Boy, 5, Ignited Christmas Tree",2022-01-11,nyt://article/7a39b5b8-4ab6-5a00-89b7-c4a1fec261b9,article,News,U.S.,"['Fires and Firefighters', 'Deaths (Fatalities)', 'Public and Subsidized Housing', 'Smoke Detectors', 'Accidents and Safety', 'Christmas Trees']",15,682,National
Your Wednesday Briefing: Omicron in Europe,2022-01-11,nyt://article/43cac95e-e88b-5051-8daa-a2c802997d92,article,briefing,Briefing,[],,1173,NYTNow
"Michael Lang, a Force Behind the Woodstock Festival, Dies at 77",2022-01-11,nyt://article/c5c4dce8-6ff6-5b99-b56c-00c667b6afc5,article,Obituary (Obit),Arts,"['Deaths (Obituaries)', 'Woodstock Music Festivals', 'Pop and Rock Music', 'Nineteen Hundred Sixties', 'Hippies']",20,1166,Obits
Harry Reid: From Capitol Cop to Powerhouse Senate Majority Leader,2022-01-11,nyt://article/7cf3216b-2bb6-5cd2-964a-f6eeec53aaaf,article,News,U.S.,"['United States Politics and Government', 'Content Type: Personal Profile', 'Funerals and Memorials', 'Capitol Building (Washington, DC)']",11,1269,Washington
Medicare Proposes to Sharply Limit Coverage of the Alzheimer’s Drug Aduhelm,2022-01-11,nyt://article/7b485f8f-b15d-53b2-851d-5b845396bd66,article,News,Health,"['Drugs (Pharmaceuticals)', 'Aduhelm (Drug)', 'Elderly', ""Alzheimer's Disease"", 'Medicare', 'your-feed-healthcare']",1,1341,Science
Four Injured in Medical Helicopter Crash Near Philadelphia,2022-01-11,nyt://video/7a366e48-2c80-596d-99de-af9fbeb11b9c,multimedia,Video,U.S.,"['Helicopters', 'Aviation Accidents, Safety and Disasters']",,0,
California hospitals find that Omicron causes fewer hospitalizations and shorter stays.,2022-01-11,nyt://article/f8b08f3e-5390-581b-b97f-ec86498a1341,article,News,Health,"['Coronavirus Omicron Variant', 'Coronavirus (2019-nCoV)', 'Vaccination and Immunization']",,524,Science
Delta Air Lines and a union spar over isolation periods for sick workers.,2022-01-11,nyt://article/2f870cf5-77e9-5110-9628-d4f66b03f15d,article,News,Business Day,"['Workplace Hazards and Violations', 'Coronavirus (2019-nCoV)', 'AIRLINES AND AIRPLANES', 'Paid Time Off', 'Quarantines', 'Flight Attendants', 'Organized Labor']",6,633,Business
Fauci accuses Senator Paul of fueling threats against him in the latest exchange.,2022-01-11,nyt://article/e7013d29-3730-5c17-b3a7-371c19f816b3,article,News,U.S.,['Coronavirus (2019-nCoV)'],,337,Washington
Putin’s Next Move on Ukraine Is a Mystery. Just the Way He Likes It.,2022-01-11,nyt://article/1e777c1d-9e1b-5587-afa2-53364dd8a403,article,News,World,"['United States International Relations', 'Defense and Military Forces', 'War and Armed Conflicts']",1,1282,Foreign
"A popular at-home test detects most infectious Omicron cases, a study suggests.",2022-01-11,nyt://article/06b82f9c-c1cf-55ae-b88b-d0118adf62c8,article,News,Health,"['Tests (Medical)', 'Coronavirus Omicron Variant', 'Coronavirus (2019-nCoV)']",,527,Science
"Shirley McGreal, Champion of Primates Under Threat, Dies at 87",2022-01-11,nyt://article/3939e113-0fc4-53d9-9ada-ac389504882e,article,Obituary (Obit),Science,"['Animal Abuse, Rights and Welfare', 'Wildlife Trade and Poaching', 'Monkeys and Apes', 'Laboratories and Scientific Equipment', 'Deaths (Obituaries)']",10,1307,Obits
Florida Special Election Results: 20th Congressional District,2022-01-11,nyt://interactive/f808b845-b9d9-5fbb-8d78-605bc019d582,multimedia,Interactive Feature,U.S.,"['Elections', 'Elections, House of Representatives']",,0,U.S.
"Voting Rights, Omicron, Novak Djokovic: Your Tuesday Evening Briefing",2022-01-11,nyt://article/ea1372da-299d-50bf-a984-07bc484c4e5d,article,briefing,Briefing,[],,1313,NYTNow
"Hundreds at Rikers Protest Conditions, Citing Covid and the Cold",2022-01-11,nyt://article/16ddb39b-c5c1-5b7a-99e4-8d12d2f0f290,article,News,New York,"['Coronavirus (2019-nCoV)', 'Hunger Strikes', 'Prisons and Prisoners', 'Prison Guards and Corrections Officers']",15,921,Metro
How to Get Through an Omicron Winter,2022-01-11,nyt://article/b828f362-aa51-5c39-8c93-ddc7ab14cd9e,article,Op-Ed,Opinion,"['Coronavirus Omicron Variant', 'Coronavirus Reopenings', 'Disease Rates', 'Vaccination and Immunization', 'Shutdowns (Institutional)', 'Masks', 'Education (K-12)']",,1567,OpEd
Justice Dept. Forms Domestic Terrorism Unit,2022-01-11,nyt://article/c3fcc12c-a229-5020-bd76-ffbb3cbeb7ee,article,News,U.S.,"['Terrorism', 'Right-Wing Extremism and Alt-Right', 'United States Politics and Government']",16,641,Washington
"Bob Falkenburg, Tennis Hall of Famer Turned Entrepreneur, Dies at 95",2022-01-11,nyt://article/578c9d42-07ef-553e-a82d-27cc49845ee8,article,Obituary (Obit),Sports,"['Tennis', 'Wimbledon Tennis Tournament', 'Deaths (Obituaries)', 'Fast Food Industry']",17,682,Obits
"When Axel Webber Was Rejected From Juilliard, the Internet Stepped In",2022-01-11,nyt://article/c2beef98-d653-5a38-b74f-c6419006d488,article,News,Style,"['Social Media', 'Theater', 'audio-neutral-informative', 'audio-neutral-immersive']",6,1453,Styles
Citigroup seeks a split from a Mexico business that brought it riches and scandal.,2022-01-11,nyt://article/1665d40b-7d90-5a2c-bde9-4f20dca55ace,article,News,Business Day,"['Regulation and Deregulation of Industry', 'Banking and Financial Institutions']",,316,Business
"James Mtume, Whose ‘Juicy Fruit’ Became a Hip-Hop Beat, Dies at 76",2022-01-11,nyt://article/c88f363f-a5a5-56e7-b9aa-8af95a375dc2,article,Obituary (Obit),Arts,"['Deaths (Obituaries)', 'Rhythm and Blues (Music)', 'Jazz', 'Rap and Hip-Hop', 'Radio']",10,1188,Obits
Why a Closed Door Can Save Lives During a Fire,2022-01-11,nyt://article/0634f767-7921-5a27-800d-6f82c5dd9a15,article,News,New York,"['Fires and Firefighters', 'Deaths (Fatalities)', 'Accidents and Safety']",15,1216,Metro
Why I Still Love ‘West Side Story’,2022-01-11,nyt://article/876c2178-a204-593d-be75-259c322d67b3,article,Op-Ed,Opinion,"['Movies', 'Theater', 'Puerto Ricans', 'internal-sub-only-nl']",,1456,OpEd
"Bill Staines, Folk Music Mainstay, Dies at 74",2022-01-11,nyt://article/6741716d-cd5e-5e81-8f70-68d27fbb3a51,article,Obituary (Obit),Arts,"['Deaths (Obituaries)', 'Folk Music']",10,938,Obits
Nobody’s Getting Special Treatment in 2022,2022-01-11,nyt://article/f2568ec8-ef92-5b57-8a78-93c43705e604,article,News,U.S.,"['United States Politics and Government', 'Politics and Government', 'Midterm Elections (2022)']",,1551,Politics
Biden-Cheney 2024?,2022-01-12,nyt://article/ae808a5e-50e2-5b29-984c-cf6f3160c488,article,Op-Ed,Opinion,"['Presidential Election of 2024', 'United States Politics and Government']",18,1380,OpEd
Coronavirus Briefing: Is Omicron Peaking?,2022-01-12,nyt://article/13012783-5e13-5831-b52a-51d02d008b43,article,News,Briefing,"['Coronavirus (2019-nCoV)', 'Coronavirus Omicron Variant', 'Disease Rates']",,1341,NYTNow
‘My Last Time Seeing Them:’ Remembering Those Killed in Bronx Fire,2022-01-12,nyt://article/3bf47814-2356-5cfc-a455-3af7c99b4ab6,article,News,New York,"['Fires and Firefighters', 'Deaths (Fatalities)']",14,1141,Metro
Republican Gerrymander of North Carolina Maps Is Upheld in Court,2022-01-12,nyt://article/2dac8ff8-62a1-545f-afa9-d91304d1cd2d,article,News,U.S.,"['United States Politics and Government', 'Redistricting and Reapportionment', 'Elections, Courts and the Judiciary', 'Elections, State Legislature']",13,638,Politics
Biden’s Longtime Defense of Senate Rules Withers Under Partisan Rancor,2022-01-12,nyt://article/222f6dc9-6dfb-53b4-8850-4f38c19e97a1,article,News,U.S.,"['United States Politics and Government', 'Law and Legislation', 'Filibusters and Debate Curbs', 'Voting Rights, Registration and Requirements']",12,1298,Washington
What Putin Really Wants From the Ukraine Crisis,2022-01-12,nyt://article/328874a8-8e93-5362-b4aa-036917f0fff1,article,Op-Ed,Opinion,"['Politics and Government', 'United States International Relations', 'Defense and Military Forces', 'War and Armed Conflicts', 'Embargoes and Sanctions']",19,890,OpEd
"A Voting Rights Push, as States Make Voting Harder",2022-01-12,nyt://article/c3ae54af-abe5-578d-afdc-29c3533e5c00,article,News,U.S.,"['Filibusters and Debate Curbs', 'Law and Legislation', 'Voting Rights, Registration and Requirements', 'States (US)', 'Redistricting and Reapportionment', 'United States Politics and Government', 'Federal-State Relations (US)']",1,1338,Politics
Desperate Search for Those Missing in Bronx Fire: ‘We’re Still Waiting’,2022-01-12,nyt://article/6786391b-d82f-5aa9-b0a8-a992c6e929b7,article,News,New York,"['Fires and Firefighters', 'Deaths (Fatalities)', 'Hospitals']",1,1318,Metro
"Criticized by Senators, U.S. Health Officials Defend Omicron Response",2022-01-12,nyt://article/f1c7ee6e-fca8-54b5-9b2d-68ce2efdb681,article,News,Health,"['Coronavirus Omicron Variant', 'Coronavirus Delta Variant', 'Tests (Medical)', 'Coronavirus (2019-nCoV)', 'Masks']",10,1395,Washington
Biden Administration Approves 5 More Guantánamo Releases,2022-01-12,nyt://article/1030b603-c0a7-53b3-9e44-b5e7613bd34f,article,News,U.S.,"['Detainees', 'September 11 (2001)', 'Terrorism', 'United States International Relations', 'United States Defense and Military Forces', 'United States Politics and Government']",16,962,Washington
Jan. 6 Panel Seeks to Debunk Unfounded Theory About F.B.I. Role in Riot,2022-01-12,nyt://article/740d8537-ef12-5c8d-80c6-5e527c9ff9a8,article,News,U.S.,"['Storming of the US Capitol (Jan, 2021)', 'United States Politics and Government', 'Conspiracy Theories', 'Right-Wing Extremism and Alt-Right']",,1076,Washington
‘Intelligent Life’ Review: Cecily Strong’s ‘Awerobics’ Workout,2022-01-12,nyt://article/d3b9b4ee-36bd-518f-b492-957dd5d0e082,article,Review,Theater,['Theater'],1,1137,Culture
"Corrections: Jan. 12, 2022",2022-01-12,nyt://article/095172af-6254-5dcb-845a-1eafa7aff5c7,article,Correction,Corrections,[],15,339,Corrections
